url,indicator
https://www.latimes.com/california/story/2023-03-06/lax-boston-flight-man-tries-open-plane-door-prosecutors,OK
https://www.latimes.com/travel/list/best-ceilings-los-angeles,OK
https://www.latimes.com/terms-of-service,OK
https://www.latimes.com/california/story/2023-02-09/tom-erika-girardi-secret-service-hollywood-designer-wire-fraud-claims,OK
https://www.latimes.com/giving,OK
https://ca-times.brightspotcdn.com/dims4/default/0bfb8ac/2147483647/strip/true/crop/3035x2023+283+0/resize/840x560!/quality/80/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F83%2F37%2Ffd9d37d04b3bb3dc2ea288b63685%2F967202-me-water-theft-delta-mendota-canal-1-brv.jpg,N_OK
https://www.latimes.com/espanol/deportes/articulo/2023-03-06/benfica-va-por-el-golpe-de-gracia-ante-brujas,OK
https://marketplace.latimes.com/,N_OK
https://www.latimes.com/lifestyle/list/sycamore-avenue-la-coolest-new-neighborhood,OK
https://www.latimes.com/lifestyle/story/2023-02-17/la-affairs-i-wanted-someone-to-love-me,OK
https://www.latimes.com/world-nation/story/2023-03-06/cartoonists-criticize-dilbert-creator-over-racist-remarks,OK
https://ca-times.brightspotcdn.com/dims4/default/db56d54/2147483647/strip/true/crop/5400x3600+1+0/resize/840x560!/quality/80/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F57%2F7b%2F04bca43645a18018d5b5541e2adf%2F1249519-ig-channel-tres-12.jpg,N_OK
https://hbopenbid.pubmatic.com/,N_OK
https://www.latimes.com/politics/story/2023-03-06/black-archaeologist-conflict-over-history-education-ron-desantis-ap-course,OK
https://www.latimes.com/world-nation/story/2023-03-06/many-kids-are-struggling-in-school-do-their-parents-know,OK
https://www.latimes.com/topic/for-la-times-subscribers,OK
https://ca-times.brightspotcdn.com/dims4/default/350c109/2147483647/strip/true/crop/840x560+0+0/resize/840x560!/quality/80/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F9d%2F6d%2Fa3b270724485b4fba140eb8cbcb5%2Fthe-times.jpg,N_OK
https://www.latimes.com/business,OK
https://ca-times.brightspotcdn.com/dims4/default/4236eeb/2147483647/strip/true/crop/2509x1673+245+423/resize/840x560!/quality/80/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F6b%2F1e%2F55709d9a46638f5409e1d3ed5bea%2Fcalifornia-abortion-88483.jpg,N_OK
https://www.latimes.com/entertainment-arts/business/story/2023-03-06/bet-majority-stake-tyler-perry-interested-paramount-global,OK
https://www.latimes.com/world-nation/story/2023-03-06/ukraine-unyielding-in-bakhmut-as-russian-troops-close-in,OK
https://ca-times.brightspotcdn.com/dims4/default/a23a7fd/2147483647/strip/true/crop/4292x2861+2+0/resize/840x560!/quality/80/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F42%2Ff0%2F5079c4ef44e48c7eb2253dcf5d02%2Fdodgers-brewers-baseball-49310.jpg,N_OK
https://www.latimes.com/games/daily-crossword,OK
https://www.latimes.com/entertainment-arts/newsletter/2023-03-04/essential-arts-kyiv-monuments-essential-arts-arts-culture,OK
https://ca-times.brightspotcdn.com/dims4/default/1eef648/2147483647/strip/true/crop/3911x2607+0+0/resize/840x560!/quality/80/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F87%2Fad%2F27e57eb5449891233cea49c51330%2F1261734-et-twice-melrose-pop-up-20.jpg,N_OK
https://store.latimes.com/,N_OK
https://edge.platform.latimes.com/,N_OK
https://www.latimes.com/world-nation,OK
https://www.latimes.com/coupon-codes,OK
https://ca-times.brightspotcdn.com/dims4/default/1e6c9a5/2147483647/strip/true/crop/1620x1080+0+0/resize/840x560!/quality/80/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2Fda%2Fbf%2F2151397c4d1895de7c57ba41d184%2Fcover-alt-1.png,N_OK
https://ca-times.brightspotcdn.com/dims4/default/24b1528/2147483647/strip/true/crop/1620x1080+150+0/resize/840x560!/quality/80/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F91%2F85%2F7880346746b6b9936a91e8284c85%2Fcopy-of-the-beauty-president.png,N_OK
https://www.latimes.com/compare-deals?utm_source=on_site&utm_medium=homepagebarker&utm_campaign=compare_deals,OK
https://www.latimes.com/world-nation/story/2023-03-06/russia-gives-fertilizer-to-malawi-seeks-african-support,OK
https://www.eventbrite.com/e/43rd-annual-los-angeles-times-book-prizes-tickets-tickets-548047263117?aff=Digital&utm_source=on_site&utm_medium=homepagebarker&utm_campaign=fob_2023_book_prizes,N_OK
https://www.latimes.com/lifestyle/story/2023-03-02/share-your-disneyland-tips,OK
https://ca-times.brightspotcdn.com/dims4/default/7b8d7a3/2147483647/strip/true/crop/3600x2400+0+0/resize/840x560!/quality/80/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F9c%2Fbc%2F3de3fa214a629dbdf25d770cdc5c%2F1262435-me-snowed-in-san-bernardino-mountains-47-brv.jpg,N_OK
https://www.latimes.com/business/story/2023-03-06/column-a-spineless-walgreens-bows-down-to-antiabortion-crusaders,OK
https://events.latimes.com/festivalofbooks/?utm_source=on_site&utm_medium=homepagebarker&utm_campaign=fob_2023,N_OK
https://fastlane.rubiconproject.com/,N_OK
https://www.latimes.com/opinion/story/2023-03-02/california-uc-berkeley-ceqa-housing-environment,OK
https://www.latimes.com/opinion/story/2023-03-06/house-republicans-government-programs-employees-fire-shut-down-holman-rule,OK
https://www.latimes.com/specialsupplements,OK
https://www.latimes.com/topic/oscars,OK
https://activate.platform.californiatimes.com/,N_OK
https://www.latimes.com/california/story/2023-03-06/p22-mountain-lion-burial-location-tribal-ceremony-santa-monica-mountains,OK
https://www.latimes.com/archives,OK
https://cdn.confiant-integrations.net/,N_OK
https://www.latimes.com/travel,OK
